Order_ID,Order_Priority,Order_Quantity,Sales,Ship_Mode,Profit,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container
19617,Low,38,952.47,Regular Air,270.69,Atlantic,Corporate,Technology,Office Machines,Ti 36X Solar Scientific Calculator,Medium Box
32869,Medium,49,2470.84,Regular Air,25.04,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-O Economat Nonstudded, No Bevel Mat",Medium Box
35300,Medium,35,1445.6,Regular Air,126.03,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-O Economat Studded, No Bevel Mat For Low Pile Carpeting",Medium Box
42918,High,46,410.43,Regular Air,-54.58,Atlantic,Corporate,Technology,Office Machines,"Sharp El501Vb Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box
47846,High,25,2674.18,Regular Air,631.99,Atlantic,Corporate,Furniture,Office Furnishings,"Rubbermaid Clustermat Chairmats, Mat Size- 66"" X 60"", Lip 20"" X 11"" -90 Degree Angle",Medium Box
47846,High,50,5513.82,Regular Air,1581.93,Atlantic,Corporate,Furniture,Office Furnishings,"Tenex 46"" X 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box
54501,Critical,16,225.46,Regular Air,-33.03,Prarie,Corporate,Technology,Office Machines,Sharp El500L Fraction Calculator,Medium Box
11782,Low,27,1541.781,Regular Air,14.35,West,Corporate,Technology,Telephones And Communication,"Panasonic All Digital Answering System With Caller Id*, Kx-Tm150B",Medium Box
24576,Not Specified,29,531.063,Regular Air,24.56,West,Corporate,Technology,Telephones And Communication,1726 Digital Answering Machine,Medium Box
37281,Medium,25,453.2455,Regular Air,3.31,West,Corporate,Technology,Telephones And Communication,1726 Digital Answering Machine,Medium Box
49761,Not Specified,45,1090.6,Regular Air,300.91,West,Corporate,Technology,Office Machines,Ti 36X Solar Scientific Calculator,Medium Box
19044,Low,32,4800.44,Regular Air,1912.92,West,Corporate,Technology,Office Machines,Canon Mp41Dh Printing Calculator,Medium Box
38690,Low,28,697.5,Regular Air,169.89,West,Corporate,Technology,Office Machines,Ti 36X Solar Scientific Calculator,Medium Box
50338,Not Specified,36,551.44,Regular Air,28.7,Atlantic,Corporate,Technology,Office Machines,Sharp El500L Fraction Calculator,Medium Box
14406,Medium,37,5610.84,Regular Air,2366.51,Atlantic,Corporate,Technology,Office Machines,Canon Mp41Dh Printing Calculator,Medium Box
27396,Critical,14,138.31,Regular Air,-31.16,West,Corporate,Furniture,Office Furnishings,Dax Solid Wood Frames,Medium Box
41059,Medium,45,12571.63,Regular Air,5455.96,Ontario,Corporate,Technology,Office Machines,Polycom Voicestation 100,Medium Box
47174,Critical,42,642.1,Regular Air,41.56,Ontario,Corporate,Technology,Office Machines,Sharp El500L Fraction Calculator,Medium Box
57153,Critical,9,106.05,Regular Air,-14.52,Ontario,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Medium Room",Medium Box
59878,High,6,112.4,Regular Air,-46.75,Ontario,Corporate,Technology,Office Machines,Canon P1-Dhiii Palm Printing Calculator,Medium Box
1218,Not Specified,3,46.46,Regular Air,-25.13,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box
13410,Not Specified,29,701.94,Regular Air,158.91,Ontario,Corporate,Technology,Office Machines,Ti 36X Solar Scientific Calculator,Medium Box
15808,Critical,3,58.14,Regular Air,-96.25,Ontario,Corporate,Technology,Telephones And Communication,1726 Digital Answering Machine,Medium Box
56101,Not Specified,1,21.45,Regular Air,-7.22,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box
1412,Not Specified,13,59.03,Express Air,26.92,Nunavut,Consumer,Office Supplies,Labels,Avery 52,Small Box
4676,High,3,49.59,Express Air,-8.38,Nunavut,Home Office,Office Supplies,Paper,Xerox 1881,Small Box
6182,Low,18,130.32,Express Air,-67.28,Nunavut,Corporate,Office Supplies,Paper,Xerox 213,Small Box
6916,Low,40,436.17,Express Air,-141.27,Nunavut,Consumer,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box
8419,Critical,19,368.04,Express Air,70.39,Nunavut,Small Business,Office Supplies,Paper,Xerox 1936,Small Box
8995,High,5,24.16,Express Air,8.05,Nunavut,Consumer,Office Supplies,Binders And Binder Accessories,Staples® General Use 3-Ring Binders,Small Box
8995,High,41,270.84,Express Air,-78.02,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1904,Small Box
9509,Not Specified,5,101.21,Express Air,2.13,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1887,Small Box
9927,High,34,1608.08,Express Air,-82.16,Northwest Territories,Corporate,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box
13795,Not Specified,23,275.16,Express Air,43.35,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box
16706,High,49,6175.777,Express Air,1881.58,Northwest Territories,Corporate,Technology,Telephones And Communication,T39M,Small Box
19138,Low,30,387.0,Express Air,-31.45,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box
22501,High,2,30.83,Express Air,7.27,Northwest Territories,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" X 9 1/2"" Security-Tint Envelopes",Small Box
25318,Critical,22,440.92,Express Air,-65.18,Northwest Territories,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box
25634,Not Specified,26,626.07,Express Air,185.32,Northwest Territories,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With String And Button Closure, 10 X 13",Small Box
26370,Not Specified,20,660.27,Express Air,63.83,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box
31492,Critical,34,971.95,Express Air,-21.1,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box
31684,Critical,28,456.91,Express Air,-328.18,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote With Lid, Black",Small Box
32193,Low,4,40.72,Express Air,-10.25,Northwest Territories,Small Business,Office Supplies,Paper,Hp Office Paper (20Lb. And 87 Bright),Small Box
33703,Not Specified,4,63.52,Express Air,-8.47,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box
33894,Critical,13,438.93,Express Air,-119.02,Northwest Territories,Corporate,Technology,Computer Peripherals,Pc Concepts 116 Key Quantum 3000 Keyboard,Small Box
37541,Medium,10,550.61,Express Air,98.32,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1882,Small Box
42561,Low,15,1062.959,Express Air,298.48,Northwest Territories,Consumer,Technology,Telephones And Communication,Accessory12,Small Box
43781,Not Specified,21,917.39,Express Air,393.41,Northwest Territories,Small Business,Office Supplies,Binders And Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",Small Box
44839,Critical,27,899.97,Express Air,-246.3,Northwest Territories,Consumer,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box
52193,Not Specified,1,17.89,Express Air,10.51,Northwest Territories,Corporate,Office Supplies,Labels,Avery 492,Small Box
52929,High,43,701.46,Express Air,-90.14,Northwest Territories,Small Business,Technology,Office Machines,"At&T Black Trimline Phone, Model 210",Small Box
55715,Critical,28,168.57,Express Air,16.65,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,"Wilson Jones 1"" Hanging Dubllock® Ring Binders",Small Box
57509,Low,39,199.39,Express Air,101.13,Northwest Territories,Home Office,Office Supplies,Labels,Avery 493,Small Box
58368,High,5,325.43,Express Air,-76.11,Atlantic,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box
59395,Critical,20,963.3,Express Air,367.12,Atlantic,Small Business,Office Supplies,Paper,Xerox 1885,Small Box
11269,Low,39,2083.0525,Express Air,354.96,Atlantic,Home Office,Technology,Telephones And Communication,I1000,Small Box
13927,Low,26,188.05,Express Air,-21.41,Atlantic,Corporate,Office Supplies,Paper,Xerox 1985,Small Box
15463,Low,48,293.3,Express Air,-193.48,Atlantic,Corporate,Office Supplies,Paper,Xerox 1920,Small Box
22656,Not Specified,10,309.3,Express Air,-77.89,Atlantic,Corporate,Technology,Computer Peripherals,Belkin Ergoboard™ Keyboard,Small Box
24038,High,15,896.1805,Express Air,82.04,Atlantic,Corporate,Technology,Telephones And Communication,8860,Small Box
24067,High,46,2640.6865,Express Air,751.38,Atlantic,Corporate,Technology,Telephones And Communication,252,Small Box
24965,Low,6,2528.49,Express Air,580.15,Atlantic,Corporate,Office Supplies,Binders And Binder Accessories,Gbc Docubind 200 Manual Binding Machine,Small Box
29382,High,34,684.66,Express Air,35.09,Atlantic,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box
36293,Medium,25,165.36,Express Air,-94.79,Atlantic,Small Business,Office Supplies,Paper,Xerox 220,Small Box
40480,Critical,19,7608.88,Express Air,3049.45,Atlantic,Home Office,Office Supplies,Binders And Binder Accessories,Gbc Docubind 200 Manual Binding Machine,Small Box
48067,Low,31,3229.66,Express Air,695.06,Atlantic,Small Business,Technology,Telephones And Communication,270C,Small Box
48067,Low,24,4010.9375,Express Air,630.7,Atlantic,Small Business,Technology,Telephones And Communication,T28 World,Small Box
49029,High,49,8223.07,Express Air,2549.4,Atlantic,Corporate,Technology,Telephones And Communication,Cf 888,Small Box
49216,High,29,374.67,Express Air,30.63,Prarie,Home Office,Office Supplies,Paper,Staples Premium Bright 1-Part Blank Computer Paper,Small Box
52482,Critical,21,848.2,Express Air,163.78,Prarie,Corporate,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box
5318,High,29,5010.7415,Express Air,1196.37,West,Consumer,Technology,Telephones And Communication,2160I,Small Box
9123,Critical,27,384.9,Express Air,-108.28,West,Consumer,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box
11553,Medium,28,1350.34,Express Air,-517.17,West,Corporate,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",Small Box
20448,Critical,23,104.82,Express Air,6.84,West,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box
28802,High,36,336.25,Express Air,25.95,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box
37315,Low,31,4726.595,Express Air,1176.48,West,Corporate,Technology,Telephones And Communication,5165,Small Box
38565,Critical,20,234.09,Express Air,-11.69,West,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box
53863,High,46,7807.45,Express Air,1660.15,West,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box
57959,Medium,48,1269.79,Express Air,-65.33,West,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box
928,Low,21,1222.68,Express Air,300.97,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector,Small Box
928,Low,26,390.2,Express Air,45.0,West,Consumer,Furniture,Office Furnishings,Dax Clear Channel Poster Frame,Small Box
5504,High,6,49.55,Express Air,-20.33,West,Small Business,Office Supplies,Paper,Hp Office Recycled Paper (20Lb. And 87 Bright),Small Box
14852,Medium,9,3800.4,Express Air,1234.57,West,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Docubind 200 Manual Binding Machine,Small Box
26978,Medium,47,695.99,Express Air,-157.44,West,Home Office,Office Supplies,Storage & Organization,Eldon Jumbo Profile™ Portable File Boxes Graphite/Black,Small Box
32871,High,42,939.77,Express Air,9.72,West,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box
39301,Medium,16,2232.66,Express Air,-521.09,West,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box
50310,Medium,42,1811.3,Express Air,520.41,West,Corporate,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box
52737,Not Specified,14,125.54,Express Air,-15.74,West,Home Office,Office Supplies,Binders And Binder Accessories,Gbc Velobinder Strips,Small Box
54560,Critical,45,2404.599,Express Air,496.89,West,Small Business,Technology,Telephones And Communication,Microtac 650,Small Box
55777,Not Specified,1,65.7475,Express Air,-252.48,West,Corporate,Technology,Telephones And Communication,Startac 7760,Small Box
56001,Low,17,118.36,Express Air,-60.65,West,Home Office,Office Supplies,Paper,Xerox 210,Small Box
