Region,Customer_Segment,Product_Category,Product_Sub-Category,Sales,Profit,Total_Sales,Total_Profit,Sub-Category_Sales_%,Sub-Category_Profit_%
Northwest Territories,Home Office,Office Supplies,Appliances,1368.14,171.26,2716.01,306.9,50.37315768351368,74.61110571317529
Northwest Territories,Home Office,Office Supplies,Labels,199.39,101.13,2716.01,306.9,7.341283721341231,27.526407473210817
Northwest Territories,Home Office,Office Supplies,Paper,101.21,2.13,2716.01,306.9,3.7264222149402983,-9.492930796215585
Northwest Territories,Home Office,Office Supplies,Storage & Organization,1047.27,32.379999999999995,2716.01,306.9,38.559136380204784,123.43967883741145
Northwest Territories,Small Business,Furniture,Office Furnishings,440.92,-65.18,440.92,-65.18,100.0,-13.946748041195855
Northwest Territories,Small Business,Office Supplies,Appliances,237.28,-2088.68,4161.26,-2328.91,5.702119069704849,38.89005416476453
Northwest Territories,Small Business,Office Supplies,Binders And Binder Accessories,917.39,393.41,4161.26,-2328.91,22.04596684658012,61.10994583523548
Northwest Territories,Small Business,Office Supplies,Paper,866.49,131.42,4161.26,-2328.91,20.822779638859384,
Northwest Territories,Small Business,Office Supplies,Storage & Organization,2140.1000000000004,-765.0600000000001,4161.26,-2328.91,51.42913444485565,
Northwest Territories,Small Business,Technology,Office Machines,701.46,-90.14,701.46,-90.14,100.0,
Nunavut,Consumer,Office Supplies,Appliances,1397.33,302.71999999999997,2668.0299999999997,160.39999999999998,52.373099253006906,
Nunavut,Consumer,Office Supplies,Binders And Binder Accessories,405.02,-22.519999999999996,2668.0299999999997,160.39999999999998,15.180488975011528,
Nunavut,Consumer,Office Supplies,Labels,59.03,26.92,2668.0299999999997,160.39999999999998,2.2124938625127903,
Nunavut,Consumer,Office Supplies,Storage & Organization,806.6500000000001,-146.72,2668.0299999999997,160.39999999999998,30.233917909468786,
Nunavut,Corporate,Furniture,Chairs & Chairmats,6396.2,1902.24,7359.26,1954.74,86.91362990300655,
Nunavut,Corporate,Furniture,Office Furnishings,963.0600000000001,52.5,7359.26,1954.74,13.086370096993448,
Nunavut,Corporate,Office Supplies,Appliances,328.58,-443.86,16759.71,-2717.1099999999997,1.9605351166577463,
Nunavut,Corporate,Office Supplies,Binders And Binder Accessories,1181.37,-375.51,16759.71,-2717.1099999999997,7.048868984009866,
Nunavut,Corporate,Office Supplies,Envelopes,751.77,353.2,16759.71,-2717.1099999999997,4.485578807747867,
Nunavut,Corporate,Office Supplies,Labels,296.83,141.32999999999998,16759.71,-2717.1099999999997,1.7710926979046773,
Nunavut,Corporate,Office Supplies,Paper,893.4399999999999,-65.13000000000001,16759.71,-2717.1099999999997,5.330879830259592,
Nunavut,Corporate,Office Supplies,"Scissors, Rulers And Trimmers",9620.82,-1759.58,16759.71,-2717.1099999999997,57.40445389568196,
Nunavut,Corporate,Office Supplies,Storage & Organization,3686.9,-567.56,16759.71,-2717.1099999999997,21.998590667738284,
Nunavut,Corporate,Technology,Telephones And Communication,9101.868,1320.67,9101.868,1320.67,100.0,
Nunavut,Home Office,Office Supplies,Paper,49.59,-8.38,49.59,-8.38,100.0,
Nunavut,Small Business,Office Supplies,Paper,368.04,70.39,368.04,70.39,100.0,
Ontario,Consumer,Furniture,Office Furnishings,12.74,-11.39,12.74,-11.39,100.0,
Ontario,Consumer,Office Supplies,Binders And Binder Accessories,861.16,-204.74,1815.12,13.079999999999986,47.44369518268765,
Ontario,Consumer,Office Supplies,Envelopes,945.36,219.85,1815.12,13.079999999999986,52.08250694168981,
Ontario,Consumer,Office Supplies,Labels,8.6,-2.03,1815.12,13.079999999999986,0.4737978756225484,
Ontario,Consumer,Technology,Telephones And Communication,618.1965,-132.53,618.1965,-132.53,100.0,
Ontario,Corporate,Furniture,Office Furnishings,1972.63,553.73,1972.63,553.73,100.0,
Ontario,Corporate,Office Supplies,Appliances,18224.11,5969.620000000001,35723.24,8037.740000000001,51.014717590005844,
Ontario,Corporate,Office Supplies,Binders And Binder Accessories,9612.27,1601.02,35723.24,8037.740000000001,26.90760972408998,
Ontario,Corporate,Office Supplies,Envelopes,743.74,336.14,35723.24,8037.740000000001,2.081950013492617,
Ontario,Corporate,Office Supplies,Labels,23.84,5.88,35723.24,8037.740000000001,0.06673526813357356,
Ontario,Corporate,Office Supplies,Paper,3765.17,837.9000000000001,35723.24,8037.740000000001,10.539833452956676,
Ontario,Corporate,Office Supplies,Storage & Organization,3354.1099999999997,-712.82,35723.24,8037.740000000001,9.389153951321324,
Ontario,Corporate,Technology,Computer Peripherals,1864.8300000000002,-117.74000000000001,35958.646,9302.55,5.186040653477331,
Ontario,Corporate,Technology,Office Machines,14028.07,5609.68,35958.646,9302.55,39.01167468875219,
Ontario,Corporate,Technology,Telephones And Communication,20065.746,3810.61,35958.646,9302.55,55.802284657770485,
Ontario,Home Office,Office Supplies,Appliances,772.56,143.87,1404.35,-85.51000000000002,55.01192722611884,
Ontario,Home Office,Office Supplies,Paper,108.21,-50.02,1404.35,-85.51000000000002,7.705344109374444,
Ontario,Home Office,Office Supplies,Storage & Organization,523.58,-179.36,1404.35,-85.51000000000002,37.28272866450671,
Ontario,Home Office,Technology,Computer Peripherals,1307.35,-154.24,1307.35,-154.24,100.0,
Ontario,Small Business,Office Supplies,Storage & Organization,2915.5,-1147.97,2915.5,-1147.97,100.0,
Prarie,Consumer,Furniture,Office Furnishings,1436.55,-4.01,1436.55,-4.01,100.0,
Prarie,Consumer,Office Supplies,Binders And Binder Accessories,1975.77,270.78000000000003,2501.1099999999997,-99.48999999999995,78.99572589770143,
Prarie,Consumer,Office Supplies,Paper,525.3399999999999,-370.27,2501.1099999999997,-99.48999999999995,21.004274102298577,
Prarie,Consumer,Technology,Computer Peripherals,2051.4,-336.02000000000004,8650.3095,394.1999999999999,23.71475841413536,
Prarie,Consumer,Technology,Office Machines,342.85,-32.42,8650.3095,394.1999999999999,3.963442001699477,
Prarie,Consumer,Technology,Telephones And Communication,6256.0595,762.6399999999999,8650.3095,394.1999999999999,72.32179958416518,
Prarie,Corporate,Furniture,Office Furnishings,7273.73,1362.7,9235.41,995.7,78.75914550626338,
Prarie,Corporate,Furniture,Tables,1961.68,-367.0,9235.41,995.7,21.24085449373661,
Prarie,Corporate,Office Supplies,Appliances,3685.85,53.89999999999998,27379.52,-1241.88,13.46206945921623,
Prarie,Corporate,Office Supplies,Binders And Binder Accessories,1635.91,-213.60000000000002,27379.52,-1241.88,5.9749403934035366,
Prarie,Corporate,Office Supplies,Envelopes,1540.81,-21.88000000000001,27379.52,-1241.88,5.627600483865312,
Prarie,Corporate,Office Supplies,Labels,76.94,29.67,27379.52,-1241.88,0.2810129615128388,
Prarie,Corporate,Office Supplies,Paper,5651.860000000001,-63.20000000000006,27379.52,-1241.88,20.642655532310282,
Prarie,Corporate,Office Supplies,Storage & Organization,14788.15,-1026.77,27379.52,-1241.88,54.011721169691796,
Prarie,Corporate,Technology,Computer Peripherals,7387.07,1466.72,29282.1665,6258.87,25.22719758457763,
Prarie,Corporate,Technology,Office Machines,225.46,-33.03,29282.1665,6258.87,0.7699566901923053,
Prarie,Corporate,Technology,Telephones And Communication,21669.6365,4825.18,29282.1665,6258.87,74.00284572523007,
Prarie,Home Office,Furniture,Office Furnishings,1981.26,100.8,1981.26,100.8,100.0,
Prarie,Home Office,Office Supplies,Appliances,605.1,92.81,979.77,123.44,61.75939251048715,
Prarie,Home Office,Office Supplies,Paper,374.67,30.63,979.77,123.44,38.24060748951285,
Prarie,Small Business,Furniture,Office Furnishings,1452.48,376.52,1452.48,376.52,100.0,
Prarie,Small Business,Office Supplies,Binders And Binder Accessories,55.59,-17.95,3610.88,165.33,1.539513913505849,
Prarie,Small Business,Office Supplies,Storage & Organization,3555.29,183.28,3610.88,165.33,98.46048608649414,
Prarie,Small Business,Technology,Computer Peripherals,136.68,-125.16,136.68,-125.16,100.0,
West,Consumer,Furniture,Office Furnishings,10066.49,588.94,14703.11,270.49000000000007,68.46503902915777,
West,Consumer,Furniture,Tables,4636.62,-318.45,14703.11,270.49000000000007,31.534960970842217,
West,Consumer,Office Supplies,Appliances,3527.87,216.61,24556.54,3559.34,14.366315449977888,
West,Consumer,Office Supplies,Binders And Binder Accessories,11439.42,2778.4300000000003,24556.54,3559.34,46.584005727191204,
West,Consumer,Office Supplies,Envelopes,594.36,-72.17999999999999,24556.54,3559.34,2.4203735542547933,
West,Consumer,Office Supplies,Labels,255.67000000000002,96.8,24556.54,3559.34,1.041148305095099,
West,Consumer,Office Supplies,Paper,3472.2200000000003,949.41,24556.54,3559.34,14.139695576005415,
West,Consumer,Office Supplies,Storage & Organization,5267.000000000001,-409.73,24556.54,3559.34,21.4484613874756,
West,Consumer,Technology,Computer Peripherals,2464.75,42.120000000000005,45526.9425,1947.42,5.413827207921991,
West,Consumer,Technology,Copiers And Fax,27663.92,-391.92,45526.9425,1947.42,60.76384330004151,
West,Consumer,Technology,Office Machines,1120.27,16.81,45526.9425,1947.42,2.4606747971269978,
West,Consumer,Technology,Telephones And Communication,14278.0025,2280.41,45526.9425,1947.42,31.361654694909507,
West,Corporate,Furniture,Chairs & Chairmats,2747.09,-251.2,17799.47,-615.98,15.433549425909874,
West,Corporate,Furniture,Office Furnishings,8050.3,1275.73,17799.47,-615.98,45.227751163377334,
West,Corporate,Furniture,Tables,7002.08,-1640.51,17799.47,-615.98,39.338699410712785,
West,Corporate,Office Supplies,Appliances,30731.16,8210.24,96250.35,21501.13,31.928361818944033,
West,Corporate,Office Supplies,Binders And Binder Accessories,24550.03,7158.26,96250.35,21501.13,25.506431924663133,
West,Corporate,Office Supplies,Envelopes,9523.26,2895.55,96250.35,21501.13,9.894260124768376,
West,Corporate,Office Supplies,Labels,802.9,258.78,96250.35,21501.13,0.8341787848044189,
West,Corporate,Office Supplies,Paper,9860.5,-681.5500000000001,96250.35,21501.13,10.244638071445973,
West,Corporate,Office Supplies,Pens & Art Supplies,679.95,-93.3,96250.35,21501.13,0.7064389895725055,
West,Corporate,Office Supplies,Storage & Organization,20102.55,3753.15,96250.35,21501.13,20.885690285801555,
West,Corporate,Technology,Computer Peripherals,25494.04,3694.6000000000004,104055.9865,7932.450000000001,24.500310705333614,
West,Corporate,Technology,Copiers And Fax,27480.08,-2975.1899999999996,104055.9865,7932.450000000001,26.408937077349222,
West,Corporate,Technology,Office Machines,6588.539999999999,2383.7200000000003,104055.9865,7932.450000000001,6.331726046343331,
West,Corporate,Technology,Telephones And Communication,44493.3265,4829.32,104055.9865,7932.450000000001,42.75902617097383,
West,Home Office,Furniture,Office Furnishings,1476.39,-303.62,1476.39,-303.62,100.0,
West,Home Office,Office Supplies,Binders And Binder Accessories,125.54,-15.74,14249.01,3948.07,0.8810436654897428,
West,Home Office,Office Supplies,Envelopes,2833.19,1409.87,14249.01,3948.07,19.8834164619156,
West,Home Office,Office Supplies,Paper,2786.84,1051.23,14249.01,3948.07,19.558130705220925,
West,Home Office,Office Supplies,Storage & Organization,8503.44,1502.71,14249.01,3948.07,59.67740916737374,
West,Home Office,Technology,Computer Peripherals,264.63,-66.78,19374.24,-446.07000000000005,1.3658858360379553,
West,Home Office,Technology,Copiers And Fax,19109.61,-379.29,19374.24,-446.07000000000005,98.63411416396204,
West,Small Business,Office Supplies,Appliances,2564.45,650.73,2614.0,630.4,98.1044376434583,
West,Small Business,Office Supplies,Paper,49.55,-20.33,2614.0,630.4,1.8955623565416986,
West,Small Business,Technology,Computer Peripherals,939.77,9.72,5395.385,990.58,17.418034116193745,
West,Small Business,Technology,Telephones And Communication,4455.615,980.86,5395.385,990.58,82.58196588380625,
